traceId,spanId,parentSpanId,timestamp,srcService,srcRoute,dstService,dstRoute,latency_ms,latency,rps
trace000054,span000054,,2025-01-15T10:00:17+00:00,api-gateway,/v1/orders,inventory-service,/check,21.1,21.2,10
trace000055,span000055,,2025-01-15T10:00:18+00:00,api-gateway,/v1/users,cache-service,/get,4.6,4.7,10
trace000056,span000056,,2025-01-15T10:00:18+00:00,api-gateway,/v1/users,db-service,/query,16.2,16.3,10
trace000057,span000057,,2025-01-15T10:00:18+00:00,api-gateway,/v1/orders,inventory-service,/check,21.4,21.6,10
trace000058,span000058,,2025-01-15T10:00:19+00:00,api-gateway,/v1/users,cache-service,/get,4.9,4.6,10
trace000059,span000059,,2025-01-15T10:00:19+00:00,api-gateway,/v1/users,db-service,/query,14.9,15.1,10
trace000060,span000060,,2025-01-15T10:00:19+00:00,api-gateway,/v1/orders,inventory-service,/check,17.6,17.4,10
trace000061,span000061,,2025-01-15T10:00:20+00:00,api-gateway,/v1/users,cache-service,/get,5.0,5.2,10
trace000062,span000062,,2025-01-15T10:00:20+00:00,api-gateway,/v1/users,db-service,/query,16.1,16.2,10
trace000063,span000063,,2025-01-15T10:00:20+00:00,api-gateway,/v1/orders,inventory-service,/check,18.5,18.6,10
trace000064,span000064,,2025-01-15T10:00:21+00:00,api-gateway,/v1/users,cache-service,/get,4.9,4.6,10
trace000065,span000065,,2025-01-15T10:00:21+00:00,api-gateway,/v1/users,db-service,/query,16.5,16.7,10
trace000066,span000066,,2025-01-15T10:00:21+00:00,api-gateway,/v1/orders,inventory-service,/check,22.3,22.6,10
trace000067,span000067,,2025-01-15T10:00:22+00:00,api-gateway,/v1/users,cache-service,/get,5.1,5.3,9
trace000068,span000068,,2025-01-15T10:00:22+00:00,api-gateway,/v1/users,db-service,/query,14.1,13.9,9
trace000069,span000069,,2025-01-15T10:00:22+00:00,api-gateway,/v1/orders,inventory-service,/check,19.3,19.4,9
trace000070,span000070,,2025-01-15T10:00:23+00:00,api-gateway,/v1/users,cache-service,/get,5.0,5.1,10
trace000071,span000071,,2025-01-15T10:00:23+00:00,api-gateway,/v1/users,db-service,/query,14.3,14.6,10
trace000072,span000072,,2025-01-15T10:00:23+00:00,api-gateway,/v1/orders,inventory-service,/check,20.2,20.4,10
trace000073,span000073,,2025-01-15T10:00:24+00:00,api-gateway,/v1/users,cache-service,/get,5.1,5.1,10
trace000074,span000074,,2025-01-15T10:00:24+00:00,api-gateway,/v1/users,db-service,/query,16.1,15.9,10
trace000075,span000075,,2025-01-15T10:00:24+00:00,api-gateway,/v1/orders,inventory-service,/check,21.0,20.9,10
trace000076,span000076,,2025-01-15T10:00:25+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.2,9
trace000077,span000077,,2025-01-15T10:00:25+00:00,api-gateway,/v1/users,db-service,/query,13.9,13.9,9
trace000078,span000078,,2025-01-15T10:00:25+00:00,api-gateway,/v1/orders,inventory-service,/check,18.7,18.6,9
trace000079,span000079,,2025-01-15T10:00:26+00:00,api-gateway,/v1/users,cache-service,/get,5.0,5.3,9
trace000080,span000080,,2025-01-15T10:00:26+00:00,api-gateway,/v1/users,db-service,/query,13.4,13.3,9
trace000081,span000081,,2025-01-15T10:00:26+00:00,api-gateway,/v1/orders,inventory-service,/check,22.4,22.6,9
trace000082,span000082,,2025-01-15T10:00:27+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.5,10
trace000083,span000083,,2025-01-15T10:00:27+00:00,api-gateway,/v1/users,db-service,/query,15.3,15.2,10
trace000084,span000084,,2025-01-15T10:00:27+00:00,api-gateway,/v1/orders,inventory-service,/check,20.5,20.5,10
trace000085,span000085,,2025-01-15T10:00:28+00:00,api-gateway,/v1/users,cache-service,/get,4.6,4.8,9
trace000086,span000086,,2025-01-15T10:00:28+00:00,api-gateway,/v1/users,db-service,/query,13.6,13.4,9
trace000087,span000087,,2025-01-15T10:00:28+00:00,api-gateway,/v1/orders,inventory-service,/check,22.7,22.7,9
trace000088,span000088,,2025-01-15T10:00:29+00:00,api-gateway,/v1/users,cache-service,/get,5.0,4.9,9
trace000089,span000089,,2025-01-15T10:00:29+00:00,api-gateway,/v1/users,db-service,/query,15.5,15.5,9
trace000090,span000090,,2025-01-15T10:00:29+00:00,api-gateway,/v1/orders,inventory-service,/check,19.4,19.5,9
trace000091,span000091,,2025-01-15T10:00:30+00:00,api-gateway,/v1/users,cache-service,/get,4.9,4.9,10
trace000092,span000092,,2025-01-15T10:00:30+00:00,api-gateway,/v1/users,db-service,/query,16.1,15.9,10
trace000093,span000093,,2025-01-15T10:00:30+00:00,api-gateway,/v1/orders,inventory-service,/check,22.8,23.0,10
trace000094,span000094,,2025-01-15T10:00:31+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.6,9
trace000095,span000095,,2025-01-15T10:00:31+00:00,api-gateway,/v1/users,db-service,/query,15.9,16.0,9
trace000096,span000096,,2025-01-15T10:00:31+00:00,api-gateway,/v1/orders,inventory-service,/check,18.8,19.0,9
trace000097,span000097,,2025-01-15T10:00:32+00:00,api-gateway,/v1/users,cache-service,/get,4.9,4.6,9
trace000098,span000098,,2025-01-15T10:00:32+00:00,api-gateway,/v1/users,db-service,/query,15.7,15.9,9
trace000099,span000099,,2025-01-15T10:00:32+00:00,api-gateway,/v1/orders,inventory-service,/check,21.7,21.6,9
trace000100,span000100,,2025-01-15T10:00:33+00:00,api-gateway,/v1/users,cache-service,/get,5.0,5.1,9
trace000101,span000101,,2025-01-15T10:00:33+00:00,api-gateway,/v1/users,db-service,/query,16.4,16.6,9
trace000102,span000102,,2025-01-15T10:00:33+00:00,api-gateway,/v1/orders,inventory-service,/check,19.4,19.6,9
trace000103,span000103,,2025-01-15T10:00:34+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.4,10
trace000104,span000104,,2025-01-15T10:00:34+00:00,api-gateway,/v1/users,db-service,/query,13.6,13.6,10
trace000105,span000105,,2025-01-15T10:00:34+00:00,api-gateway,/v1/orders,inventory-service,/check,22.9,22.7,10
trace000106,span000106,,2025-01-15T10:00:35+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.4,12
trace000107,span000107,,2025-01-15T10:00:35+00:00,api-gateway,/v1/users,db-service,/query,15.6,15.5,12
trace000108,span000108,,2025-01-15T10:00:35+00:00,api-gateway,/v1/orders,inventory-service,/check,20.4,20.6,12
trace000109,span000109,,2025-01-15T10:00:36+00:00,api-gateway,/v1/users,cache-service,/get,4.9,5.0,14
trace000110,span000110,,2025-01-15T10:00:36+00:00,api-gateway,/v1/users,db-service,/query,16.8,16.6,14
trace000111,span000111,,2025-01-15T10:00:36+00:00,api-gateway,/v1/orders,inventory-service,/check,20.0,19.9,14
trace000112,span000112,,2025-01-15T10:00:37+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.5,16
trace000113,span000113,,2025-01-15T10:00:37+00:00,api-gateway,/v1/users,db-service,/query,13.4,13.5,16
trace000114,span000114,,2025-01-15T10:00:37+00:00,api-gateway,/v1/orders,inventory-service,/check,19.3,19.5,16
trace000115,span000115,,2025-01-15T10:00:38+00:00,api-gateway,/v1/users,cache-service,/get,5.0,5.0,18
trace000116,span000116,,2025-01-15T10:00:38+00:00,api-gateway,/v1/users,db-service,/query,15.3,15.6,18
trace000117,span000117,,2025-01-15T10:00:38+00:00,api-gateway,/v1/orders,inventory-service,/check,22.3,22.0,18
trace000118,span000118,,2025-01-15T10:00:39+00:00,api-gateway,/v1/users,cache-service,/get,5.4,5.3,20
trace000119,span000119,,2025-01-15T10:00:39+00:00,api-gateway,/v1/users,db-service,/query,16.2,16.5,20
trace000120,span000120,,2025-01-15T10:00:39+00:00,api-gateway,/v1/orders,inventory-service,/check,17.5,17.4,20
trace000121,span000121,,2025-01-15T10:00:40+00:00,api-gateway,/v1/users,cache-service,/get,5.1,5.0,22
trace000122,span000122,,2025-01-15T10:00:40+00:00,api-gateway,/v1/users,db-service,/query,15.6,15.6,22
trace000123,span000123,,2025-01-15T10:00:40+00:00,api-gateway,/v1/orders,inventory-service,/check,17.7,18.0,22
trace000124,span000124,,2025-01-15T10:00:41+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.2,23
trace000125,span000125,,2025-01-15T10:00:41+00:00,api-gateway,/v1/users,db-service,/query,14.9,15.1,23
trace000126,span000126,,2025-01-15T10:00:41+00:00,api-gateway,/v1/orders,inventory-service,/check,19.6,19.4,23
trace000127,span000127,,2025-01-15T10:00:42+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.0,26
trace000128,span000128,,2025-01-15T10:00:42+00:00,api-gateway,/v1/users,db-service,/query,16.0,16.3,26
trace000129,span000129,,2025-01-15T10:00:42+00:00,api-gateway,/v1/orders,inventory-service,/check,17.1,16.9,26
trace000130,span000130,,2025-01-15T10:00:43+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.3,27
trace000131,span000131,,2025-01-15T10:00:43+00:00,api-gateway,/v1/users,db-service,/query,13.9,14.0,27
trace000132,span000132,,2025-01-15T10:00:43+00:00,api-gateway,/v1/orders,inventory-service,/check,18.6,18.5,27
trace000133,span000133,,2025-01-15T10:00:44+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.2,29
trace000134,span000134,,2025-01-15T10:00:44+00:00,api-gateway,/v1/users,db-service,/query,16.6,16.8,29
trace000135,span000135,,2025-01-15T10:00:44+00:00,api-gateway,/v1/orders,inventory-service,/check,17.2,17.0,29
trace000136,span000136,,2025-01-15T10:00:45+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.5,30
trace000137,span000137,,2025-01-15T10:00:45+00:00,api-gateway,/v1/users,db-service,/query,14.6,14.6,30
trace000138,span000138,,2025-01-15T10:00:45+00:00,api-gateway,/v1/orders,inventory-service,/check,21.4,21.3,30
trace000139,span000139,,2025-01-15T10:00:46+00:00,api-gateway,/v1/users,cache-service,/get,4.5,4.5,29
trace000140,span000140,,2025-01-15T10:00:46+00:00,api-gateway,/v1/users,db-service,/query,15.1,15.1,29
trace000141,span000141,,2025-01-15T10:00:46+00:00,api-gateway,/v1/orders,inventory-service,/check,20.8,20.9,29
trace000142,span000142,,2025-01-15T10:00:47+00:00,api-gateway,/v1/users,cache-service,/get,5.1,5.4,29
trace000143,span000143,,2025-01-15T10:00:47+00:00,api-gateway,/v1/users,db-service,/query,13.8,14.1,29
trace000144,span000144,,2025-01-15T10:00:47+00:00,api-gateway,/v1/orders,inventory-service,/check,21.6,21.8,29
trace000145,span000145,,2025-01-15T10:00:48+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.4,29
trace000146,span000146,,2025-01-15T10:00:48+00:00,api-gateway,/v1/users,db-service,/query,15.6,15.8,29
trace000147,span000147,,2025-01-15T10:00:48+00:00,api-gateway,/v1/orders,inventory-service,/check,22.2,22.1,29
trace000148,span000148,,2025-01-15T10:00:49+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.5,29
trace000149,span000149,,2025-01-15T10:00:49+00:00,api-gateway,/v1/users,db-service,/query,14.1,14.0,29
trace000150,span000150,,2025-01-15T10:00:49+00:00,api-gateway,/v1/orders,inventory-service,/check,18.8,18.5,29
trace000151,span000151,,2025-01-15T10:00:50+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.6,29
trace000152,span000152,,2025-01-15T10:00:50+00:00,api-gateway,/v1/users,db-service,/query,16.2,16.1,29
trace000153,span000153,,2025-01-15T10:00:50+00:00,api-gateway,/v1/orders,inventory-service,/check,17.7,17.9,29
trace000154,span000154,,2025-01-15T10:00:51+00:00,api-gateway,/v1/users,cache-service,/get,4.6,4.8,30
trace000155,span000155,,2025-01-15T10:00:51+00:00,api-gateway,/v1/users,db-service,/query,14.0,14.2,30
trace000156,span000156,,2025-01-15T10:00:51+00:00,api-gateway,/v1/orders,inventory-service,/check,18.8,19.0,30
trace000157,span000157,,2025-01-15T10:00:52+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.5,30
trace000158,span000158,,2025-01-15T10:00:52+00:00,api-gateway,/v1/users,db-service,/query,16.8,16.6,30
trace000159,span000159,,2025-01-15T10:00:52+00:00,api-gateway,/v1/orders,inventory-service,/check,20.5,20.8,30
trace000160,span000160,,2025-01-15T10:00:53+00:00,api-gateway,/v1/users,cache-service,/get,5.5,5.6,29
trace000161,span000161,,2025-01-15T10:00:53+00:00,api-gateway,/v1/users,db-service,/query,13.7,13.7,29
trace000162,span000162,,2025-01-15T10:00:53+00:00,api-gateway,/v1/orders,inventory-service,/check,20.9,21.0,29
trace000163,span000163,,2025-01-15T10:00:54+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.3,30
trace000164,span000164,,2025-01-15T10:00:54+00:00,api-gateway,/v1/users,db-service,/query,14.5,14.4,30
trace000165,span000165,,2025-01-15T10:00:54+00:00,api-gateway,/v1/orders,inventory-service,/check,21.8,21.6,30
trace000166,span000166,,2025-01-15T10:00:55+00:00,api-gateway,/v1/users,cache-service,/get,5.0,4.8,29
trace000167,span000167,,2025-01-15T10:00:55+00:00,api-gateway,/v1/users,db-service,/query,13.5,13.7,29
trace000168,span000168,,2025-01-15T10:00:55+00:00,api-gateway,/v1/orders,inventory-service,/check,17.2,16.9,29
trace000169,span000169,,2025-01-15T10:00:56+00:00,api-gateway,/v1/users,cache-service,/get,5.4,5.7,29
trace000170,span000170,,2025-01-15T10:00:56+00:00,api-gateway,/v1/users,db-service,/query,14.4,14.3,29
trace000171,span000171,,2025-01-15T10:00:56+00:00,api-gateway,/v1/orders,inventory-service,/check,18.0,17.7,29
trace000172,span000172,,2025-01-15T10:00:57+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.7,30
trace000173,span000173,,2025-01-15T10:00:57+00:00,api-gateway,/v1/users,db-service,/query,14.3,14.0,30
trace000174,span000174,,2025-01-15T10:00:57+00:00,api-gateway,/v1/orders,inventory-service,/check,22.1,21.9,30
trace000175,span000175,,2025-01-15T10:00:58+00:00,api-gateway,/v1/users,cache-service,/get,4.9,5.1,29
trace000176,span000176,,2025-01-15T10:00:58+00:00,api-gateway,/v1/users,db-service,/query,14.3,14.5,29
trace000177,span000177,,2025-01-15T10:00:58+00:00,api-gateway,/v1/orders,inventory-service,/check,22.2,22.3,29
trace000178,span000178,,2025-01-15T10:00:59+00:00,api-gateway,/v1/users,cache-service,/get,5.4,5.3,29
trace000179,span000179,,2025-01-15T10:00:59+00:00,api-gateway,/v1/users,db-service,/query,15.3,15.3,29
trace000180,span000180,,2025-01-15T10:00:59+00:00,api-gateway,/v1/orders,inventory-service,/check,21.1,21.3,29
trace000181,span000181,,2025-01-15T10:01:00+00:00,api-gateway,/v1/users,cache-service,/get,5.1,5.3,29
trace000182,span000182,,2025-01-15T10:01:00+00:00,api-gateway,/v1/users,db-service,/query,16.8,16.8,29
trace000183,span000183,,2025-01-15T10:01:00+00:00,api-gateway,/v1/orders,inventory-service,/check,21.9,21.7,29
trace000184,span000184,,2025-01-15T10:01:01+00:00,api-gateway,/v1/users,cache-service,/get,5.3,5.2,30
trace000185,span000185,,2025-01-15T10:01:01+00:00,api-gateway,/v1/users,db-service,/query,15.4,15.6,30
trace000186,span000186,,2025-01-15T10:01:01+00:00,api-gateway,/v1/orders,inventory-service,/check,22.1,22.0,30
trace000187,span000187,,2025-01-15T10:01:02+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.8,29
trace000188,span000188,,2025-01-15T10:01:02+00:00,api-gateway,/v1/users,db-service,/query,13.6,13.6,29
trace000189,span000189,,2025-01-15T10:01:02+00:00,api-gateway,/v1/orders,inventory-service,/check,19.2,19.4,29
trace000190,span000190,,2025-01-15T10:01:03+00:00,api-gateway,/v1/users,cache-service,/get,4.9,5.1,29
trace000191,span000191,,2025-01-15T10:01:03+00:00,api-gateway,/v1/users,db-service,/query,14.3,14.3,29
trace000192,span000192,,2025-01-15T10:01:03+00:00,api-gateway,/v1/orders,inventory-service,/check,20.8,20.5,29
trace000193,span000193,,2025-01-15T10:01:04+00:00,api-gateway,/v1/users,cache-service,/get,5.5,5.6,29
trace000194,span000194,,2025-01-15T10:01:04+00:00,api-gateway,/v1/users,db-service,/query,14.0,14.1,29
trace000195,span000195,,2025-01-15T10:01:04+00:00,api-gateway,/v1/orders,inventory-service,/check,19.1,19.3,29
trace000196,span000196,,2025-01-15T10:01:05+00:00,api-gateway,/v1/users,cache-service,/get,5.4,5.4,29
trace000197,span000197,,2025-01-15T10:01:05+00:00,api-gateway,/v1/users,db-service,/query,13.1,13.1,29
trace000198,span000198,,2025-01-15T10:01:05+00:00,api-gateway,/v1/orders,inventory-service,/check,19.2,19.0,29
trace000199,span000199,,2025-01-15T10:01:06+00:00,api-gateway,/v1/users,cache-service,/get,5.5,5.2,29
trace000200,span000200,,2025-01-15T10:01:06+00:00,api-gateway,/v1/users,db-service,/query,14.4,14.5,29
trace000201,span000201,,2025-01-15T10:01:06+00:00,api-gateway,/v1/orders,inventory-service,/check,20.1,20.2,29
trace000202,span000202,,2025-01-15T10:01:07+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.8,29
trace000203,span000203,,2025-01-15T10:01:07+00:00,api-gateway,/v1/users,db-service,/query,13.3,13.1,29
trace000204,span000204,,2025-01-15T10:01:07+00:00,api-gateway,/v1/orders,inventory-service,/check,18.5,18.6,29
trace000205,span000205,,2025-01-15T10:01:08+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.3,30
trace000206,span000206,,2025-01-15T10:01:08+00:00,api-gateway,/v1/users,db-service,/query,15.0,15.2,30
trace000207,span000207,,2025-01-15T10:01:08+00:00,api-gateway,/v1/orders,inventory-service,/check,17.7,17.8,30
trace000208,span000208,,2025-01-15T10:01:09+00:00,api-gateway,/v1/users,cache-service,/get,4.7,4.4,29
trace000209,span000209,,2025-01-15T10:01:09+00:00,api-gateway,/v1/users,db-service,/query,13.5,13.8,29
trace000210,span000210,,2025-01-15T10:01:09+00:00,api-gateway,/v1/orders,inventory-service,/check,18.5,18.5,29
trace000211,span000211,,2025-01-15T10:01:10+00:00,api-gateway,/v1/users,cache-service,/get,5.4,5.2,30
trace000212,span000212,,2025-01-15T10:01:10+00:00,api-gateway,/v1/users,db-service,/query,15.4,15.2,30
trace000213,span000213,,2025-01-15T10:01:10+00:00,api-gateway,/v1/orders,inventory-service,/check,18.3,18.3,30
trace000214,span000214,,2025-01-15T10:01:11+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.5,30
trace000215,span000215,,2025-01-15T10:01:11+00:00,api-gateway,/v1/users,db-service,/query,14.0,14.2,30
trace000216,span000216,,2025-01-15T10:01:11+00:00,api-gateway,/v1/orders,inventory-service,/check,17.2,17.4,30
trace000217,span000217,,2025-01-15T10:01:12+00:00,api-gateway,/v1/users,cache-service,/get,5.5,5.3,30
trace000218,span000218,,2025-01-15T10:01:12+00:00,api-gateway,/v1/users,db-service,/query,13.3,13.3,30
trace000219,span000219,,2025-01-15T10:01:12+00:00,api-gateway,/v1/orders,inventory-service,/check,18.0,18.2,30
trace000220,span000220,,2025-01-15T10:01:13+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.1,29
trace000221,span000221,,2025-01-15T10:01:13+00:00,api-gateway,/v1/users,db-service,/query,16.3,16.4,29
trace000222,span000222,,2025-01-15T10:01:13+00:00,api-gateway,/v1/orders,inventory-service,/check,22.4,22.2,29
trace000223,span000223,,2025-01-15T10:01:14+00:00,api-gateway,/v1/users,cache-service,/get,4.8,4.6,30
trace000224,span000224,,2025-01-15T10:01:14+00:00,api-gateway,/v1/users,db-service,/query,15.2,15.4,30
trace000225,span000225,,2025-01-15T10:01:14+00:00,api-gateway,/v1/orders,inventory-service,/check,20.5,20.7,30
trace000226,span000226,,2025-01-15T10:01:15+00:00,api-gateway,/v1/users,cache-service,/get,5.1,5.3,30
trace000227,span000227,,2025-01-15T10:01:15+00:00,api-gateway,/v1/users,db-service,/query,13.7,13.9,30
trace000228,span000228,,2025-01-15T10:01:15+00:00,api-gateway,/v1/orders,inventory-service,/check,19.4,19.4,30
trace000229,span000229,,2025-01-15T10:01:16+00:00,api-gateway,/v1/users,cache-service,/get,5.2,5.4,30
trace000230,span000230,,2025-01-15T10:01:16+00:00,api-gateway,/v1/users,db-service,/query,13.3,13.1,30
trace000231,span000231,,2025-01-15T10:01:16+00:00,api-gateway,/v1/orders,inventory-service,/check,18.4,18.2,30
trace000232,span000232,,2025-01-15T10:01:17+00:00,api-gateway,/v1/users,cache-service,/get,4.6,4.8,30
trace000233,span000233,,2025-01-15T10:01:17+00:00,api-gateway,/v1/users,db-service,/query,14.5,14.7,30
trace000234,span000234,,2025-01-15T10:01:17+00:00,api-gateway,/v1/orders,inventory-service,/check,20.3,20.0,30
trace000235,span000235,,2025-01-15T10:01:18+00:00,api-gateway,/v1/users,cache-service,/get,4.5,4.6,29
trace000236,span000236,,2025-01-15T10:01:18+00:00,api-gateway,/v1/users,db-service,/query,15.0,14.9,29
trace000237,span000237,,2025-01-15T10:01:18+00:00,api-gateway,/v1/orders,inventory-service,/check,20.0,19.9,29
trace000238,span000238,,2025-01-15T10:01:19+00:00,api-gateway,/v1/users,cache-service,/get,5.4,5.2,30
trace000239,span000239,,2025-01-15T10:01:19+00:00,api-gateway,/v1/users,db-service,/query,16.6,16.3,30
trace000240,span000240,,2025-01-15T10:01:19+00:00,api-gateway,/v1/orders,inventory-service,/check,19.1,19.0,30
trace000241,span000241,,2025-01-15T10:01:20+00:00,api-gateway,/v1/users,cache-service,/get,4.9,5.1,29
trace000242,span000242,,2025-01-15T10:01:20+00:00,api-gateway,/v1/users,db-service,/query,14.3,14.6,29
